,Date,User,Tweet
1028,2019-05-01 08:40:40+00:00,uniindianews,"Country needs a majboot and not majboor govt: Modi
@narendramodi
@PMOIndia
@BJP4India
#LokSabhaElections2019
#Ayodhya
#ambedkarnagar
#UttarPradesh
https://t.co/7Go1JKqiog https://t.co/vfl8XKhs4P"
1029,2019-05-01 08:35:52+00:00,usdpglobal,"The Tough Task Master PM Modi @narendramodi needs to come again to complete his long-term reforms and fulfill aspirations of people of #India. #ModiHaiTohMumkinHai #ModiOnceMore
#LokSabhaElections2019 #NamoAgain #DeshBoleModiPhirSe https://t.co/2YXOthtT1u"
1030,2019-05-01 08:12:22+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from  Congress. #DeshBoleModiPhirSe

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Congress. Our Govt Shut Down the market of Corruption Spread by Congress from 70 years. Poor money looted by the Congress. https://t.co/UzLumr4gGs"
1031,2019-05-01 08:08:26+00:00,ormiga,"5yrs maharashtra #drought
FORGOT fadnavis 2014 #water trains latur
reservoirs avg water capacity JUST 40%
2019 aurangabad 2% nagpur 3%
YET
sugarcane 96% of irrigation water
5yrs #LokSabhaElections2019 majority WASTED #modi

#elections BUKWAS @narendramodi SHAME @Dev_Fadnavis https://t.co/xvgDwTYQhk"
1032,2019-05-01 07:56:51+00:00,vivekbajpai84,"#BREAKING PM नरेंद्र मोदी के भाई प्रहलाद मोदी की पत्नी भगवतीबेन का निधन
.@narendramodi 
#LokSabhaElections2019 
#LokSabhaElection2019 
#Modi"
1033,2019-05-01 07:43:04+00:00,vikram140gulati,Lagta hai #ChowkidarChorHai ne taiyaari kar li hai #Veer #Jawan #TejBahadur ki nomination rud karne ke liye - #DM ko press conference karne ki zaroorat kya thi ? #Dar gaya @narendramodi aur ek gareeb #Sena ke veer ka saamna nahi kar paya #modi  #AbHogaNyay #LokSabhaElections2019
1034,2019-05-01 07:17:55+00:00,saamTVnews,"UNCUT | Modi यांची अयोध्यामध्ये प्रचारसभा  | NarendraModi #ElectionSpeech2019
https://t.co/UBuz8t3Cik
@narendramodi @BJP4India #Ayodhya #LokSabhaElections2019 https://t.co/sGp27Hw51l"
1035,2019-05-01 06:06:11+00:00,saamTVnews,"...यामुळे NARENDRA MODI अयोध्येत येऊनही राम मंदिरात जाणार नाही.
https://t.co/ceVhIiffq4
@narendramodi @BJP4India #LokSabhaElections2019 #Votkar #Ayodhya https://t.co/amyaiUjw4Z"
1036,2019-05-01 04:50:43+00:00,electionstation,"BJP, Modi now hate 'chowkidar' word: @RahulGandhi 
#LokSabha #LokSabhaElections #LokSabhaElections2019 #Elections2019 #GeneralElections #GeneralElections2019
#news #latestnews #breakingnews #politicalnews
https://t.co/rQMqHFXIlm"
1037,2019-05-01 04:16:06+00:00,RajuBistaBJP,"अगर आप भी फर्स्ट टाइम वोटर हैं तो देश के PM Narendra Modi जी का ये मैसेज आपके लिए है।
#LokSabhaElections2019 #PhirEkBaarModiSarkar #ModiHaiToMumkinHai #VoteForBJP
@narendramodi @BJP4India @KailashOnline @DilipGhoshBJP @AmitShah @AmitShah https://t.co/h7Ud7wp7uh"
1038,2019-05-01 02:34:43+00:00,thorveramesh11,"#RahulFakeryFlops

@RahulGandhi is a persistent lair... he want to win anyhow with majority in #LokSabhaElections2019 &amp; that's why he is lying abt Modi &amp; his govt everyday &amp; moreover @smritiirani is defeating him in #Amethi that's d biggest nightmare he is facing #JeetegaToModiHi https://t.co/6AVqZBImtN"
1039,2019-04-30 20:08:27+00:00,sriprad,#RahulCitizenship #RahulAdmitsFakery #RahulIsBritishRow #LokSabhaElections2019         #ModiAaneWalaHai my view on why India needs Modi again @narendramodi @smritiirani @blsanthosh @BSYBJP https://t.co/FHRvitDSjf
1040,2019-04-30 18:47:57+00:00,WIONews,"#IndiaElectionWatch | Is there a 'Modi Wave' in 2019? Does PM @narendramodi retain his support base? A state-wise check

#LokSabhaElections2019 https://t.co/IcqQzEIqJO"
1041,2019-04-30 18:09:04+00:00,sharmamits,"This is Modi's foreign policy and that is why we need him again.

@narendramodi @SushmaSwaraj #LokSabhaElections2019 #BRF #NAMOAgain https://t.co/6LCNRs0WyQ"
1042,2019-04-30 16:22:30+00:00,NewsSpan1,बनारस में जो सेना के जवान तेज बहादुर के साथ नहीं खड़ा वो पाकिस्तानी है ! #LokSabhaElections2019 #TejbahadurYadav @narendramodi #Modi_Failed
1043,2019-04-30 16:15:38+00:00,shraddha900,"शास्त्री भवनला लागलेली आग सांगून जातेय की चौकीदार आराम करायला जातोय!
# modi go back # #HogiCongressKiJeet #LokSabhaElections2019 @INCMaharashtra @RahulGandhi @AshokChavanINC @charulata_tokas @priyankagandhi @INCIndia @satyajeettambe"
1044,2019-04-30 15:36:08+00:00,ETNOWlive,"EC gives clean chit to PM Modi, 'no violation noticed in PM @narendramodi's speech'.
#Battle2019  #LokSabhaElections2019
#DanceOfDemocracy https://t.co/1H4K25b4AT"
1045,2019-04-30 14:33:15+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Terrorism. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar Secure India from Terrorism. Pakistan Spread Terrorism from 60 years. Our Govt taking Strong action of AirStrike against Pakistan Terrorism. https://t.co/SikM8faC2d"
1046,2019-04-30 13:42:40+00:00,guwahatiplus,"Former Border Security Force (#BSF) jawan Tej Pratap Bahadur, will contest the Lok Sabha elections from Varanasi constituency against PM Modi.  
@BSF_India @narendramodi @BJP4India 
#LokSabhaElections2019 @samajwadiparty
  https://t.co/teGu6dVo4P"
1047,2019-04-30 13:13:12+00:00,uniindianews,"Modi’s face has shrunk: Rahul
@RahulGandhi 
@INCIndia 
@INCMP 
@narendramodi 
@BJP4India 
@BJP4MP 
#Tikamgarh
#MadhyaPradesh
#LokSabhaElections2019 
https://t.co/6TsIdCVD43 https://t.co/WKWUT1FjMT"
1048,2019-04-30 13:11:00+00:00,DynamiteNews_,"Even guards at PM's house will say ""chowkidar chor hai"": Rahul Gandhi https://t.co/YcKuFlYKum @INCIndia @RahulGandhi #LokSabhaElections2019"
1049,2019-04-30 13:05:37+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Congress. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Congress. Congress Spread Corruption from 70 years. Our Govt focusing on Development without Corruption and Scam. https://t.co/pG9qiZC53a"
1050,2019-04-30 12:34:10+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure Bengal from Mamata Didi. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar Secure West Bengal from TMC and Mamata Didi. Voters stop by the Trinamool Congress for Voting in the LokSabha Election. People Vote for Change. https://t.co/INEVvNItfy"
1051,2019-04-30 11:55:08+00:00,moilyv,"Targeting @RahulGandhi with baseless allegations exposes insecurity of @BJP4India &amp; @narendramodi after four phases of #LokSabhaElections2019 .

Rahul Gandhi is more Indian than any of the @BJP4India leaders who misuses National Security issues for political benefits."
1052,2019-04-30 11:53:47+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Congress. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar Secure India from Congress. Our Govt Shut Down the market of Corruption Spread by Congress from 70 years. Poor money looted by the Congress. https://t.co/vHeBwmJckJ"
1053,2019-04-30 11:50:00+00:00,timesofindia,"#ElectionsWithTimes  #LokSabhaElections2019 

Modi Meter: Check how much you know about Modi government's 5-year performance. 

How has India's GDP growth changed under PM @narendramodi?

Draw what you think 👇 

https://t.co/JAcRv9qp9K https://t.co/gPj8s3OK9Y"
1054,2019-04-30 11:31:33+00:00,JioNews,"#MinisterSays

Congress president @RahulGandhi Gandhi addresses three rallies in Madhya Pradesh. 

#LokSabhaElections2019 #ElectionsWithJioNews https://t.co/ND1R5xUxWH"
1055,2019-04-30 11:22:37+00:00,gmjecks,"Team #IndiaFirst ensuring citizens casted their vote for better #India at various polling booths in #Rajasthan #Gujarat

@DrGPradhan @narendramodi @BJP4India @TeamIndiaFirst

#AayegaToModiHi #LokSabhaElections2019 #ModiAaneWalaHai #JeetegaToModiHi #NamoAgain2019 #BJP4India #Modi https://t.co/f0PVH3KI9G"
1056,2019-04-30 11:22:32+00:00,sriniva_prasad,"The voice of @narendramodi is now the loudest. @RahulGandhi is  silenced. But is #Modi talking too much? 

My piece on #LokSabhaElection2019 #LokSabhaElections2019 https://t.co/VSeqZT7kxZ"
1057,2019-04-30 10:40:36+00:00,News9Tweets,"Is MHA's notice to Rahul Gandhi over his alleged British citizenship politically motivated? 

#RahulCitizenship #RahulCitizenshipControversy #MHA #RahulGandhi #SubramanianSwamy #RahulIsBritishRow #BJP #Congress #LokSabhaElections2019 @RahulGandhi @Swamy39 @INCIndia @BJP4India"
1058,2019-04-30 10:30:18+00:00,uniindianews,"UP Shia Waqf Board Chairman threatens to commit suicide, if Modi does not come back to power
@shiawaqfboard 
@narendramodi 
@BJP4India 
@BJP4UP 
#Ayodhya 
#Ramtemple
#Lucknow 
#UttarPradesh 
#LokSabhaElections2019 
https://t.co/ekpzmnodr9 https://t.co/sC8JzfNqcO"
1059,2019-04-30 10:20:35+00:00,uniindianews,"Priyanka terms claims of Rahul being UK citizen as ridiculous
@priyankagandhi 
@INCIndia 
@INCUttarPradesh 
@RahulGandhi 
@HMOIndia
#Britishcitizen
#Amethi
#UttarPradesh 
#LokSabhaElections2019
https://t.co/sljDX7mH4J https://t.co/Gg581dDTdH"
1060,2019-04-30 10:18:57+00:00,lalluram_news,क्या आप जानते है प्रधानमंत्री मोदी का इंटरव्यू लेकर ‘हीरो’ बनने वाले अक्षय कुमार नहीं है भारतीय… #ModiWithAkshay #AkshaySpeaksToModi #modi #AkshayInterviewModi #AkshayKumar @akshaykumar @narendramodi @mrsfunnybones #Politics #LokSabhaElections2019 https://t.co/W34xsMRhsg
1061,2019-04-30 10:09:20+00:00,ETNOWlive,"Supreme Court to Election Commission: Take necessary action on complaints against PM Modi, Amit Shah

#Battle2019 #LokSabhaElections2019 @sushmitadevmp @narendramodi @AmitShah https://t.co/ZzTjJN1gdV"
1062,2019-04-30 09:49:59+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Corruption. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Corruption by the Powerful Correct Decision by good government Shaping the Defence Policy against Pakistan Terrorism. https://t.co/qAqRl4rlcr"
1063,2019-04-30 09:48:35+00:00,Khalid___Tweets,"Remember them when you vote!!🙏

#ModiBhagaoDeshBachao 
#LokSabhaElections2019 
#Modi_wll_change_the_Constitution 
#NyayForEmpowerment 
#NYAYforIndia 

@Aaliya11_ 
@RahulGandhi @yadavakhilesh @yadavtejashwi @BhupinderSHooda @DeependerSHooda @dimpleyadav 
@ahmedpatel https://t.co/ceg0KePllb"
1064,2019-04-30 09:25:28+00:00,Drbalashankar,"Rahul's crisis of identity. Indian, British or Italian? Christian? Catholic? Janeudhari Hindu or atheist? or just Chunavi Hindu or Chunavi Indian?
#LokSabhaElections2019 
#JeetegaToModiHi 
@RahulGandhi @PMOIndia"
1065,2019-04-30 09:13:10+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from Rahul Baba. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Congress and Rahul Gandhi. Congress Spread Corruption from 70 years. Our Govt focusing on Development without Corruption. https://t.co/un5rDvY2BZ"
1066,2019-04-30 09:04:46+00:00,Dr_GautamMKCG,"the Opposition is advocating voting for Gundas to oust PM Modi ji!!!
that is the unfortunate tragedy we have as Opposition today

Phir Ek Baar 
#ModiSarkar 

#LokSabhaElections2019
@narendramodi ji 
https://t.co/IvJMvGQo4h"
1067,2019-04-30 08:32:36+00:00,htTweets,"#ElectionsWithHT | Modi and Gabbar Singh Tax have handcuffed you: Congress President @RahulGandhi

Follow LIVE updates: https://t.co/qC458cdPdn

#LokSabhaElections2019 https://t.co/kNCfntoma5"
1068,2019-04-30 08:22:15+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Congress. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendr Modi Chowkidar secure India from Congress. Our Govt Shut Down the market of Corruption Spread by Congress from 70 years. Poor money looted by the Congress. https://t.co/AzfjQwcAmG"
1069,2019-04-30 07:34:02+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from Rahul Gandhi. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Congress and Rahul Gandhi. Congress Spread Corruption from 70 years. Our Govt focusing on Development without Corruption. https://t.co/tjNeMxrjnW"
1070,2019-04-30 07:01:27+00:00,india24x7tv,"#ElectionCommissionOfIndia of India meeting chaired by CEC Sunil Arora begins on #complaints of #violation of Model Code of Conduct by PM Narendra Modi, BJP President Amit Shah and Congress President @RahulGandhi . #LokSabhaElections2019 
https://t.co/BOZ93jsDhw"
1071,2019-04-30 06:44:01+00:00,uniindianews,"Rahul, Sonia, Manmohan, Priyanka, Sidhu among Cong star campaigners for Punjab
@RahulGandhi
@SoniaGOfficial
@ManmohanSinghPM
@priyankagandhi
@INCIndia
#Punjab
#LokSabhaElections2019
https://t.co/oep1ykEpLO https://t.co/bGUaciTu4v"
1072,2019-04-30 06:16:25+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Our Govt Making New India. #JeetegaToModiHi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar Our Govt Making New India with Development of India with New Technology, Infrastructure and New Ideas to make India future better without Corruption. https://t.co/QfoLNfOlib"
1073,2019-04-30 06:10:00+00:00,timesofindia,"#ElectionsWithTimes  #LokSabhaElections2019 

Modi Meter: Check how much you know about Modi government's 5-year performance. 

How has FDI growth changed under PM @narendramodi?

Draw what you think 👇
https://t.co/JAcRv9I0yk https://t.co/wYfFGvAMTO"
1074,2019-04-30 05:19:31+00:00,latestly,"Rahul Gandhi Dual Citizenship Row: MHA Issues Letter to Congress Chief, Asks Him to 'Clear The Air' on Nationality

@RahulGandhi @INCIndia @HMOIndia @Swamy39 #LokSabhaElections2019 #dualcitizenship #Britishcitizen #ElectionsWithLatestLY @BJP4India

https://t.co/A16Ir1O0V9"
1075,2019-04-30 05:07:03+00:00,tauseefjourno,"Ministry of Home Affairs issues notice to Congress President @RahulGandhi over his citizenship after receiving a complaint from Rajya Sabha MP Dr @Swamy39 ; 

#MHA asks Rahul Gandhi to respond in the matter within a 'fortnight'. 

#LokSabhaElections2019 https://t.co/G0SsjrMQgv"
1076,2019-04-30 05:02:25+00:00,sauravsaha41,"""Syndicate is flourishing under TMC misrule in #WestBengal "":- PM #Modi 

PM @narendramodi at Sreerampore &amp; Barrackpore in #Bengal 

#LokSabhaElections2019 
#IndiaVotesForNaMo https://t.co/DXUEFSNWcy"
1077,2019-04-30 05:02:13+00:00,Himansh256370,#BIGBreaking - Ministry of Home Affairs sends notice to Congress President @RahulGandhi over complaint regarding his citizenship filed by senior parliamentarian @Swamy39. MHA asks Rahul Gandhi to intimate factual position within a fortnight. #LokSabhaElections2019 https://t.co/UyPBNJYjXU
1078,2019-04-30 04:39:09+00:00,relyonmee,"#LokSabhaElections2019 @digvijaya_28 many say in Bhopal including me "" Had @narendramodi not been the face of PM, v wud hv voted to Diggy ji. Actually Modi is only as PM again for making our Country great. Today indians get respect around world &amp; this change came thnx to Modi."
1079,2019-04-30 04:23:45+00:00,RamRajParty,"Several kins of rk singh mins in BJP govt inc dm sdm and bro in upgovt noida and kind anita singh IAS dgpup and so noida husband kin rahul singh rk singh involved in ukgov mafia. 

No action by @AmitShah Or @narendramodi Or @myogiadityanath 

#LokSabhaElections2019 @ECISVEEP"
1080,2019-04-30 04:15:15+00:00,saamTVnews,"'MAMATA यांचे ४ आमदार माझ्या संपर्कात' NARENDRA MODI यांचा दावा
https://t.co/tFxjGghWFa
@MamataOfficial @narendramodi @BJP4India #LokSabhaElections2019 #votkar https://t.co/Gv6kcyCg5J"
1081,2019-04-30 04:03:46+00:00,vjitu24,Mumbai turnout at 30-year high: Does it signal Modi wave or anti-incumbency? https://t.co/SvsqCUGpaU via @timesofindia #ElectionsWithTimes #LokSabhaElections2019 #MumbaiVotes @narendramodi
1082,2019-04-30 03:16:20+00:00,A2D2_,"Among party stalwarts @RahulGandhi, @priyankagandhi, @ashokgehlot51 @capt_amarinder MMS, Sonia Gandhi, former BJP MP @Dr_Uditraj to be a 'star campaigner' for @INCIndia in Punjab. #LokSabhaElections2019 https://t.co/LeBponlhIR"
1083,2019-04-30 03:02:11+00:00,Jacobmathewlive,"EC to decide complaints against Modi, Rahul Today @news24tvchannel @PMOIndia_LIVE @RahulGandhi #LokSabhaElections2019"
1084,2019-04-30 02:49:53+00:00,AmanPradyuman,"From 1971 to 2019.

Indira Gandhi~Gareebi hatao
Rajiv Gandhi~Gareebi Hatao
Sonia Gandhi~Gareebi Hatao
Now @RahulGandhi~Gareebi Hatao
 
Now the country has decided to @INCIndia hatao.

@narendramodi
#LokSabhaElections2019
#bringbackTrueIndology
#TuesdayMotivation
#TuesdayThoughts"
1085,2019-04-29 20:26:44+00:00,Amar_Trivedi,"The opposition doesnt get it, whomever they pit against  @narendramodi  in Varanasi will be destroyed. Just drop out and save your deposits...and face too- think like Priyanka Gandhi. 

#ModiAgain #LokSabhaElections2019 
#IndiaVotesForNaMo https://t.co/NqWV9Wms3B"
1086,2019-04-29 19:31:00+00:00,CNNnews18,"The state that wholeheartedly supported @narendramodi in 2014 is going to polls today asking itself whether Modi deserves a second chance.

@suhasmunshi 

#VotingRound4 #ElectionsWithNews18 
#LokSabhaElections2019

https://t.co/Qh4v1EIzHX"
1087,2019-04-29 18:00:35+00:00,IZackTweets,"#LokSabhaElections2019 
#AyegaTohModiHi
Is it true @RahulGandhi the messiha of poor said will donate and distribute All property,bank balance,foreign cars,Bungalow,Lands of Gandhi Dynasty to the Poor, farmers of the country if Come back to power? 
Hats off Pappu. https://t.co/DReYBxWl0q"
1088,2019-04-29 17:59:40+00:00,imastermindian,My maid came to work late today. Asked her why. She said she had gone for voting. I asked whom did she vote? She said @BJP4India candidate. Gave her a day off for her contribution towards better India. AAYEGA TO MODI HI. #LokSabhaElections2019 #Phase4 #VoteKarMumbai @narendramodi
1089,2019-04-29 17:11:49+00:00,LoojhCannon,"Where was @RahulGandhi today? That's the question asked by the anchor.  Don't news editors read the news? The TV channel doesn't know what the same newspaper puts out. 😂
Rahul was in Rajasthan's Dholpur today.
#LoksabhaElections2019
https://t.co/7r3Xr76PXj
@JhaSanjay https://t.co/TBabDvxeqM"
1090,2019-04-29 16:15:00+00:00,timesofindia,"Where are the 2 crore jobs which Modi promised: @RahulGandhi 

Read: https://t.co/z9Ni9cvFLY  

#LokSabhaElections2019
#ElectionsWithTimes https://t.co/bnZOo2BHMw"
1091,2019-04-29 15:30:43+00:00,TupTamizha,"It is a nice thing for @INCIndia @RahulGandhi to withdraw Mr Rai by Wednesday in favour of SP candidate, Army veteran Mr Tej Bahadur Yadav to take on Narendra Modi. A message will be sent. Glad Priyanka Gandhi didnt contest. #LokSabhaElections2019"
1092,2019-04-29 14:20:22+00:00,sanjeevyadav007,"#PMModi #TejBahadurYadav #LokSabhaElections2019
SP ने चली चाल, Varanasi में Modi के खिलाफ Shalini Yadav को हटा BSF जवान Tej Bahadur को दिया Ticket
@narendramodi @samajwadiparty @yadavakhilesh 
@MediaCellSP 
https://t.co/1iDMk4hmzS"
1093,2019-04-29 14:16:41+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Congress. #IndiaVotesForNaMo

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Congress. Our Govt Shut Down the market of Corruption Spread by Congress from 70 years. Poor money looted by the Congress. https://t.co/rGWbPzvcCl"
1094,2019-04-29 13:26:24+00:00,dwivedi_arnima,"Reality Check in PM Modi's adopted village Jayapur.... #LoksabhaElections2019
#ModiHaiToVikasHai 
@PMOIndia @narendramodi @HarsimratBadal_ @UPGovt https://t.co/S2ZtILAWOR"
1095,2019-04-29 13:08:34+00:00,ormiga,"NO #voting NO Room for LAZY #mumbai-kars #bombay 
EXCELLENT
capital suggestion my dear manoj #hadawale of #junnar: “for my nation”

#modi ISKO #bharatratna DENEKA @narendramodi

#LokSabhaElections2019 #elections 2019 #Elections2019
#IndiaElects 

https://t.co/Lf1FvP3Xq1"
1096,2019-04-29 12:51:41+00:00,uniindianews,"Modi govt will be formed again: Amit Shah
@AmitShah 
@BJP4UP 
@BJP4India 
@narendramodi
@RKSINGHPATEL4 
#chitrakoot 
#UttarPradesh 
#LokSabhaElections2019
https://t.co/oTtTakGMPm https://t.co/hjUD5BWPbU"
1097,2019-04-29 12:42:21+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Our Govt Making New India. #IndiaVotesForNaMo

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar Our Govt Making New India with Development of India with New Technology, Infrastructure and New Ideas to make India future better. https://t.co/snsrlg9YAg"
1098,2019-04-29 12:14:53+00:00,DynamiteNews_,"TMC's 40 MLAs in touch with him, claims PM Modi https://t.co/ZMAv3LZg25 @narendramodi @BJP4India #LokSabhaElections2019"
1099,2019-04-29 11:42:03+00:00,news24tvchannel,"SP fields dismissed BSF constable Tej Bahadur Yadav against PM Modi 

#LokSabhaElections2019 #Varanasi #PMModi @narendramodi https://t.co/vbjLsrWCQr"
1100,2019-04-29 11:40:01+00:00,Haath_Uthao,"Is baar nahi hogi Modi Sarkar,
@INCIndia @RahulGandhi @JM_Scindia #LokSabhaElections2019    #AbHogaNYAY @Allavaru @ms_yuva @kanhaiyakumar @Awhadspeaks @thewire_in @swarajindia_KA @NCPspeaks @ncbn @yadavakhilesh @Mayawati @yadavtejashwi https://t.co/fBhUPfQhA8"
1101,2019-04-29 11:35:47+00:00,TPINewz,"“Didi Dilli Door Hai,” PM Narendra Modi Attacks West Bengal CM Mamata Banerjee
https://t.co/44Enc4L0Jd
@narendramodi @BJP4India @MamataOfficial @AITCofficial #LokSabhaElections2019 #NarendraModi https://t.co/Kiw4TjAqQw"
1102,2019-04-29 11:24:16+00:00,Pankajs21609662,Election Commission of India @ECISVEEP #GotInked #LokSabhaElections2019 dosto ki duniya . @narendramodi vote only modi https://t.co/FpX4ODFxMt
1103,2019-04-29 11:19:42+00:00,Illusion0007,"Aaega toh Modi hi❤️ #LokSabhaElections2019 #IndiaVotesForNaMo #ModiAgainSaysIndia @BJP4India @BJP4Bengal @narendramodi @PMOIndia ...
..... 
MODI 2.0 https://t.co/gWxbHyAwGv"
1104,2019-04-29 10:53:30+00:00,ormiga,"#modi TELL @realDonaldTrump FCUK OFF w/ #trump sanctions #oil waiver +
#tariffs war on #India
@narendramodi

INDEPENDENT are we NOT #pompeo’s “jurisdiction”=NOT #harvard @HarvardHBS TEACH @SecPompeo BASICS?

#elections 2019 #LokSabhaElections2019

https://t.co/UR3WktVsPt"
1105,2019-04-29 10:46:28+00:00,BBhawana15,"#IndiaVotesForNaMo
EVM means Every Vote For Modi
#LokSabhaElections2019 #Modi #ModiHaiToVikasHai @narendramodi @rajnathsingh @AmitShah @smritiirani @Ra_THORe @SushmaSwaraj @DDNewsLive @abpnewstv @ZeeNews @PTI_News @aajtak @ndtv @RajatSharmaLive @BJP4India #news #VoteKarIndia"
1106,2019-04-29 10:46:18+00:00,PVenkatGandhi,"#TejBahadurYadav will not just be challenging #PseudoChowkidar #Modi in #Varanasi he will also be checking if 
@INCIndia @RahulGandhi has any Real intention to unite opposition against #Modi and what is his Real #Nyay means in #LokSabhaElections2019"
1107,2019-04-29 10:38:12+00:00,NishuLohiya06,"Great and nice tont on #Modi
#AbHogaNYAY @sherryontopp sir u r great.. In @INCIndia win u will play a big role and #Congress party is going to win #LoksabhaElections2019
@RahulGandhi Ji will be yours next pm.
@nsui @IYC #CongressHaiNa #VoteForCongress @priyankagandhi https://t.co/yoK8vRLl8l"
1108,2019-04-29 10:31:58+00:00,News9Tweets,"Has Ramya stooped too low by comparing PM Modi to Hitler?

#LokSabhaElections2019 #Ramya #NarendraModi #Hitler #BJP #Congress @BJP4Karnataka @BJP4India @INCIndia @INCKarnataka @divyaspandana @RahulGandhi @siddaramaiah @narendramodi @RAshokaBJP @ShobhaBJP @BSYBJP @amitmalviya"
1109,2019-04-29 10:19:47+00:00,imrantelegraph,"Now #Modi Vs sacked @BSF_India
jawan Tej Bahadur Yadav, who had alleged corruption &amp; complained about poor and bad food in BSF canteen. He was later sacked by Modi govt. Yadav is #Mahagathbandhan candidate  against @narendramodi from #Varanasi. @ttindia
#LokSabhaElections2019"
1110,2019-04-29 10:16:16+00:00,BBhawana15,"#IndiaVotesForNaMo
#DeshKeLiyeModi
When someone asked me what ""MODI"" stands for?
Me: Master Of Developing India
@narendramodi #ModiHaiTohMumkinHai #Modi #AbkiBaarPhirModiSarkar @BJP4India @AmitShah @smritiirani @rajnathsingh #LokSabhaElections2019 #UnitedByVote #VoteKarIndia"
1111,2019-04-29 10:08:02+00:00,Rajput_Ramesh,"My vote for better India
My vote for development 
My vote for #BhagwamayBharat 🚩
#IndianDemocracyTheBest

@narendramodi @AUThackeray @Dev_Fadnavis @poonam_mahajan @AGSawant @shewale_rahul @GajananKirtikar @manoj_kotak @iGopalShetty 
#VoteKarMumbai #LokSabhaElections2019 https://t.co/k6liLnMGin"
1112,2019-04-29 09:56:36+00:00,amr23fa14,"The moment whole India was waiting for has finally arrived, SP have done the sensible, now Congress's turn to withdraw their candidate from Varanasi constituency.

Tej Bahadur Yadav will dethrone Modi 
@RahulGandhi hope common sense prevails

#LokSabhaElections2019 
#VoteWisely https://t.co/FEDAfMz5lX"
1113,2019-04-29 09:53:43+00:00,BalbevL,"Entire nation voting for the belief they have in two words ""Narendra Modi""
@narendramodi

@poonam_mahajan
 
#MumbaikarVoteKar 
#LokSabhaElections2019"
1114,2019-04-29 09:53:15+00:00,Vinu3111,"2019 World cup team with Narendra Modi name. #LokSabhaElections2019 
#IndiaVotesForNaMo 
#VotingRound4 
@moksindia 
@narendramodi 
@mssirsa 
@BJP4India https://t.co/d3ymHtEdrm"
1115,2019-04-29 09:50:23+00:00,SunilMi79490953,Har har modi...ghar ghar modi... Jai sri ram.. #LokSabhaElections2019  #kota_rajasthan @narendramodi https://t.co/fscqICqMD3
1116,2019-04-29 09:47:14+00:00,Outlookindia,"#ElectionsOutlook | Earlier only Modi was abused, now even EVMs are: PM @narendramodi tells West Bengal rally

Click Here: https://t.co/iqVIGsR7Fv  

#LokSabhaElections2019 #LokSabha #Elections2019 #Phase4 #VotingRound4 #ElectionsOutlook https://t.co/OodCMkZGLR"
1117,2019-04-29 09:40:47+00:00,topictrick,"Vote for Modi
@narendramodi

https://t.co/OJBusmLs6A

#bjk #ModiHiAayega #ModiAgainSaysIndia #ModiOnAajTak #ModiHaiToMumkinHai #LokSabhaElections2019"
1118,2019-04-29 09:29:38+00:00,imsagar0522,"Dear Mumbaikars 
Please vote for NDA candidates @poonam_mahajan @manoj_kotak @iGopalShetty @AGSawant @GajananKirtikar @shewale_rahul

Remember each vote to them is a vote to our beloved @narendramodi ji
@BJP4India @ShivSena
#AayegaToModiHi #LokSabhaelections2019 https://t.co/SBE2M7MamY"
1119,2019-04-29 09:22:46+00:00,latestly,"CPM's Mohammad Salim Questions PM Narendra Modi's Educational Qualifications, Says 'How did He Attend Classes During Emergency?'

#NarendraModi #MdSalim #LokSabhaElections2019 #ElectionsWithLatestLY #affidavit @narendramodi @salimdotcomrade @cpimspeak

https://t.co/RZsrdnqt29"
